id,battery,weight,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,temperature,input,millis
7263,3338.0,538,1838,-6992,3034,-1565,839,-79,30.39,0,212027
7264,3338.0,519,1452,-6974,2702,-4159,2641,-476,30.39,0,212049
7265,3338.0,508,586,-7284,2294,-4857,3061,-824,30.39,0,212069
7266,3338.0,500,604,-7784,1946,-3709,2865,-1426,30.4,0,212108
7267,3338.0,488,808,-8128,1580,-3087,3350,-2034,30.39,0,212126
7268,3338.0,471,1000,-7760,1766,-3710,3148,-2405,30.38,0,212180
7269,3338.0,446,1328,-7600,1382,-3732,1282,-1156,30.38,0,212189
7270,3338.0,439,1170,-7596,438,-2946,3552,-2178,30.39,0,212215
7271,3338.0,428,898,-7388,636,-2448,4713,-3802,30.39,0,212245
7272,3338.0,416,484,-8012,374,-3885,2699,-2653,30.4,0,212270
7273,3338.0,398,584,-8894,-644,-1745,-515,-3216,30.4,0,212309
7274,3338.0,388,1564,-8096,494,-1104,1236,-4332,30.4,0,212352
7275,3338.0,369,3368,-6340,2744,-3720,3065,-6854,30.4,0,212356
7276,3338.0,325,3964,-5272,3348,-9345,1798,-7218,30.4,0,212382
7277,3338.0,261,1074,-7910,946,-5794,2628,-2726,30.4,0,212427
7278,3338.0,200,-168,-9862,-1910,-243,4204,-5868,30.4,0,212472
7279,3338.0,151,-800,-9848,-3178,2587,4788,-11917,30.39,0,212477
7280,3338.0,130,200,-9684,-2510,2171,3290,-8808,30.39,0,212514
7281,3338.0,120,1818,-9062,-1356,3876,1079,914,30.39,0,212519
7282,3338.0,120,2814,-9080,-330,3814,674,7193,30.4,0,212561
7283,3338.0,120,2802,-8490,-138,5229,-1785,3420,30.4,0,212580
7284,3338.0,120,2166,-7382,-82,3579,-2594,1516,30.39,0,212601
7285,3338.0,120,1566,-6772,-52,-467,-640,3828,30.4,0,212639
7286,3338.0,120,1454,-6508,56,-3724,2343,6618,30.4,0,212689
7287,3338.0,122,1560,-6622,-100,277,4158,9116,30.4,0,212699
7288,3338.0,120,1504,-7128,24,10379,19281,6219,30.41,0,212717
7289,3338.0,123,1162,-7932,-64,21516,32767,4012,30.41,0,212780
7290,3338.0,128,-2166,-10762,4256,29047,32767,4769,30.41,0,212789
7291,3338.0,128,-1360,-7898,3916,5435,2017,-1769,30.41,0,212805
7292,3338.0,129,-470,-7926,3506,5165,4797,2090,30.42,0,212841
7293,3338.0,130,-832,-7332,3390,3354,1930,2856,30.42,0,212859
7294,3338.0,130,-782,-7214,3010,1258,-3229,3289,30.42,0,212910
7295,3338.0,130,-708,-7150,2930,-187,-4204,3116,30.42,0,212927
7296,3338.0,130,-654,-7170,2912,-1735,-3327,1835,30.42,0,212976
7297,3338.0,130,-604,-7186,3292,-2387,-3090,684,30.42,0,212981
7298,3338.0,130,-108,-7460,3322,-481,-3166,-810,30.42,0,213002
7299,3338.0,130,-238,-7502,3052,2065,2009,-2280,30.42,0,213076
7300,3338.0,130,-548,-7266,3024,1162,2619,-4215,30.42,0,213082
7301,3338.0,130,-596,-7230,3044,-1535,2548,-3825,30.42,0,213101
7302,3338.0,130,-440,-7368,3044,-1894,1721,-2630,30.42,0,213150
7303,3338.0,130,-458,-7254,3112,-2072,3114,-1566,30.42,0,213154
7304,3338.0,130,-556,-7236,3180,-3645,2270,-290,30.42,0,213182
7305,3338.0,130,-446,-7304,3096,-2570,1573,-201,30.41,0,213220
7306,3338.0,130,-386,-7250,3038,-184,717,-213,30.41,0,213249
7307,3338.0,130,-480,-7154,2946,275,299,-310,30.42,0,213261
7308,3338.0,130,-466,-6938,3058,-466,-692,222,30.42,0,213306
7309,3338.0,130,-222,-7066,3154,-1449,-2833,935,30.42,0,213321
7310,3338.0,130,-212,-7176,3102,48,-348,-58,30.42,0,213374
7311,3338.0,130,-318,-7082,3188,-490,395,-614,30.42,0,213384
7312,3338.0,130,-232,-7196,3144,-568,977,-1231,30.42,0,213406
7313,3338.0,130,-410,-7122,3036,-79,1597,-1393,30.42,0,213428
7314,3338.0,130,-436,-7198,2912,-611,769,-1360,30.42,0,213464
7315,3338.0,130,-482,-7298,2812,-674,1453,-1365,30.43,0,213508
7316,3338.0,130,-486,-7388,2760,-1392,-87,-1048,30.43,0,213517
7317,3338.0,130,-418,-7498,2784,-1170,-361,-820,30.43,0,213571
7318,3338.0,130,-368,-7558,2900,-559,-769,-600,30.43,0,213589
7319,3338.0,130,-344,-7500,2902,196,-736,-317,30.42,0,213606
7320,3338.0,130,-252,-7436,2914,759,-671,-166,30.43,0,213695
7321,3338.0,130,-236,-7394,2930,802,169,-609,30.43,0,213706
7322,3338.0,130,-368,-7284,2886,647,1185,-1219,30.43,0,213717
7323,3338.0,130,-480,-7102,3020,-212,462,-990,30.44,0,213721
7324,3338.0,130,-300,-7104,2998,-629,-342,-432,30.43,0,213753
7325,3338.0,130,-304,-7100,2976,-808,42,-630,30.43,0,213788
7326,3338.0,130,-146,-7038,3048,-1533,60,-592,30.44,0,213824
7327,3338.0,130,-210,-7246,3088,-1453,332,-852,30.43,0,213861
7328,3338.0,130,-364,-7320,2990,-823,978,-816,30.43,0,213865
7329,3338.0,130,-386,-7368,3044,-851,-98,-533,30.43,0,213900
7330,3338.0,130,-360,-7302,2966,53,-156,-87,30.44,0,213918
7331,3338.0,130,-358,-7282,2914,-13,-778,30,30.45,0,213979
7332,3338.0,130,-236,-7328,3002,-316,-794,-254,30.44,0,213983
7333,3338.0,130,-290,-7348,3034,-210,-38,-425,30.44,0,214020
7334,3338.0,130,-246,-7302,3012,-69,-208,-352,30.45,0,214040
7335,3338.0,130,-308,-7250,2956,-280,193,-502,30.44,0,214064
7336,3338.0,130,-224,-7250,2990,-875,-182,-683,30.44,0,214111
7337,3338.0,130,-242,-7240,3028,-707,359,-741,30.45,0,214124
7338,3338.0,130,-272,-7198,2972,-798,326,-603,30.45,0,214174
7339,3338.0,130,-244,-7260,3022,-981,-49,-590,30.44,0,214178
7340,3338.0,130,-200,-7266,3032,-676,53,-419,30.44,0,214208
7341,3338.0,130,-246,-7224,2986,-398,141,-451,30.43,0,214281
7342,3338.0,130,-272,-7280,2902,-694,-247,-280,30.44,0,214287
7343,3338.0,130,-260,-7346,2974,-920,-556,-255,30.45,0,214316
7344,3338.0,130,-222,-7336,3010,-649,-203,-387,30.45,0,214330
7345,3338.0,130,-280,-7316,2946,-485,180,-580,30.45,0,214342
7346,3338.0,130,-258,-7328,2982,-801,-263,-652,30.44,0,214387
7347,3338.0,130,-188,-7330,3002,-701,75,-573,30.45,0,214416
7348,3338.0,130,-230,-7296,2920,-531,257,-547,30.45,0,214436
7349,3338.0,130,-286,-7306,2892,-751,11,-376,30.45,0,214465
7350,3338.0,130,-142,-7366,2954,-858,-803,-330,30.45,0,214501
7351,3338.0,130,-204,-7308,2926,-26,114,-259,30.45,0,214538
7352,3338.0,130,-200,-7286,2864,-237,-272,-129,30.45,0,214577
7353,3338.0,130,-170,-7300,2942,-616,-741,-106,30.45,0,214595
7354,3338.0,130,-100,-7288,2948,-331,-216,-387,30.44,0,214608
7355,3338.0,130,-172,-7282,2906,-195,38,-545,30.44,0,214644
7356,3338.0,130,-150,-7298,2928,-483,-125,-693,30.45,0,214674
7357,3338.0,130,-162,-7320,2982,-650,95,-826,30.45,0,214697
7358,3338.0,130,-180,-7318,2980,-786,253,-702,30.45,0,214733
7359,3338.0,130,-222,-7328,2934,-632,122,-639,30.45,0,214738
7360,3338.0,130,-230,-7326,2900,-544,-2,-556,30.45,0,214796
7361,3338.0,130,-136,-7338,2926,-508,-270,-393,30.45,0,214810
7362,3338.0,130,-138,-7356,2952,-338,-141,-214,30.45,0,214828
7363,3338.0,130,-150,-7364,2954,-382,-310,14,30.45,0,214882
7364,3338.0,130,-118,-7330,2932,-288,-211,-55,30.45,0,214893
7365,3338.0,130,-178,-7312,2830,-273,-94,-41,30.45,0,214920
7366,3338.0,130,-156,-7316,2852,-812,-567,-201,30.46,0,214963
7367,3338.0,130,-118,-7352,2886,-687,193,-369,30.46,0,214977
7368,3338.0,130,-254,-7368,2906,-817,244,-429,30.46,0,215000
7369,3338.0,130,-120,-7350,2930,-1198,-239,-275,30.46,0,215047
7370,3338.0,130,-166,-7342,2926,-649,332,-326,30.46,0,215064
7371,3338.0,130,-168,-7324,2880,-582,231,-422,30.46,0,215085
7372,3338.0,130,-178,-7282,2886,-522,-221,-332,30.46,0,215133
7373,3338.0,130,-184,-7302,2858,-463,-167,-62,30.46,0,215174
7374,3338.0,130,-122,-7346,2878,-849,-665,-17,30.46,0,215180
7375,3338.0,130,-136,-7382,2832,-463,1,-130,30.46,0,215214
7376,3338.0,130,-238,-7358,2830,-506,-15,-201,30.46,0,215249
7377,3338.0,130,-148,-7424,2834,-952,-304,-60,30.46,0,215269
7378,3338.0,130,-116,-7378,2824,-346,627,-263,30.47,0,215306
7379,3338.0,130,-128,-7388,2812,515,2028,-632,30.46,0,215322
7380,3338.0,131,-214,-7310,2814,1524,1936,-715,30.46,0,215341
7381,3338.0,140,-100,-7228,2894,1221,2533,37,30.46,0,215398
7382,3338.0,149,-286,-7236,2926,-705,-685,575,30.46,0,215407
7383,3338.0,161,-102,-7506,2618,-1197,-1586,1729,30.46,0,215437
7384,3338.0,170,-184,-7652,2440,-3136,-1344,1939,30.46,0,215479
7385,3338.0,194,-162,-7904,2292,-6113,-1698,2015,30.47,0,215498
7386,3338.0,210,-554,-8134,2052,-4375,2120,52,30.47,0,215535
7387,3338.0,239,-952,-8156,2140,-4224,1712,247,30.47,0,215542
7388,3338.0,270,-880,-8328,2132,-7012,-1663,1207,30.47,0,215598
7389,3338.0,289,-1074,-8414,1784,-5049,-496,-25,30.47,0,215608
7390,3338.0,318,-1284,-8266,1434,-734,-736,-594,30.47,0,215633
7391,3338.0,328,-1214,-8342,992,1019,-3555,-69,30.47,0,215662
7392,3338.0,357,-1228,-8614,954,92,-5332,386,30.46,0,215705
7393,3338.0,378,-1220,-8504,816,1815,-6845,-343,30.47,0,215717
7394,3338.0,389,-728,-7252,1412,2198,-8887,2816,30.48,0,215781
7395,3338.0,404,-124,-6460,2206,-7287,-16465,8080,30.47,0,215786
7396,3338.0,408,670,-6966,2782,-19397,-15637,13227,30.47,0,215799
7397,3338.0,418,628,-8304,2900,-25608,-11825,14783,30.47,0,215833
7398,3338.0,427,388,-8830,2416,-15087,-5714,9464,30.47,0,215863
7399,3338.0,437,-386,-8758,1856,902,4116,3876,30.47,0,215903
7400,3338.0,438,-1002,-8422,1048,9152,5578,302,30.47,0,215926
7401,3338.0,456,-1266,-8066,596,15148,10230,-469,30.47,0,215945
7402,3338.0,458,-1554,-7718,812,10690,4976,-314,30.48,0,215981
7403,3338.0,467,-1354,-7364,1184,136,-4300,875,30.47,0,216001
7404,3338.0,470,-1268,-7254,1360,-1509,-1630,-1181,30.47,0,216078
7405,3338.0,488,-1744,-7096,1724,-1363,478,-3403,30.48,0,216084
7406,3338.0,495,-1794,-6998,1552,2669,-187,-5509,30.49,0,216095
7407,3338.0,499,-1682,-6672,2084,492,-3486,-5081,30.49,0,216141
7408,3338.0,510,-1122,-6444,2806,-5508,-5003,-2777,30.49,0,216147
7409,3338.0,515,-670,-6798,3306,-10854,-2925,-103,30.48,0,216172
7410,3338.0,515,-556,-7124,3216,-8392,2544,-535,30.47,0,216209
7411,3338.0,517,-832,-7796,2160,-365,6700,-1279,30.48,0,216243
7412,3338.0,518,-1098,-7776,888,7150,9822,-2350,30.48,0,216259
7413,3338.0,518,-1406,-7604,526,5739,3759,-1389,30.48,0,216293
7414,3338.0,518,-846,-7486,812,-442,-1555,1394,30.48,0,216326
7415,3338.0,518,-722,-7474,1400,-3076,-3714,907,30.49,0,216374
7416,3338.0,518,-838,-7484,1434,-1104,638,-841,30.48,0,216383
7417,3338.0,518,-1174,-7402,1816,-2290,-880,-2332,30.49,0,216410
7418,3338.0,516,-952,-7670,1890,-1814,-1043,-1972,30.49,0,216434
7419,3338.0,515,-780,-7694,1714,-723,-589,-987,30.5,0,216471
7420,3338.0,513,-790,-7908,1058,719,2205,-1505,30.48,0,216503
7421,3338.0,508,-906,-7444,796,975,3299,-2607,30.47,0,216509
7422,3338.0,497,-786,-7194,946,-2048,-423,-2408,30.49,0,216549
7423,3338.0,488,-576,-7588,1326,-7116,-2501,-1311,30.48,0,216579
7424,3338.0,488,-606,-8292,1700,-6816,500,-1881,30.48,0,216624
7425,3338.0,488,-838,-8476,1270,-739,4409,-2213,30.49,0,216632
7426,3338.0,488,-1040,-7928,916,1244,2990,-1484,30.49,0,216684
7427,3338.0,485,-692,-7246,834,-102,-1575,-597,30.49,0,216690
7428,3338.0,478,-424,-7620,612,-1796,-2613,-73,30.5,0,216723
7429,3338.0,473,-366,-8348,282,-1325,-2709,-1414,30.49,0,216760
7430,3338.0,473,-602,-8606,52,1549,348,-1855,30.49,0,216768
7431,3338.0,472,-694,-8260,344,672,-1861,-1402,30.48,0,216817
7432,3338.0,469,-266,-8058,562,-698,-4292,279,30.49,0,216823
7433,3338.0,469,-212,-8018,726,-1418,-1894,-548,30.5,0,216883
7434,3338.0,469,-406,-8164,706,-1914,1295,-1444,30.5,0,216889
7435,3338.0,470,-452,-8334,784,-1839,1381,-2383,30.49,0,216917
7436,3338.0,470,-610,-8280,822,-499,3071,-2072,30.5,0,216974
7437,3338.0,469,-436,-8078,972,-1375,884,-1337,30.5,0,216985
7438,3338.0,470,-222,-7968,1080,-1798,1260,-642,30.49,0,217011
7439,3338.0,472,-310,-7844,1016,-1410,2457,-1067,30.49,0,217032
7440,3338.0,472,-448,-7982,758,-139,1663,-981,30.5,0,217061
7441,3338.0,470,-444,-8078,510,779,-162,-327,30.51,0,217086
7442,3338.0,470,-366,-7778,638,-82,-1565,14,30.51,0,217117
7443,3338.0,472,-284,-7850,664,-945,-1220,-166,30.5,0,217164
7444,3338.0,469,-200,-8126,954,-1761,-1079,-317,30.5,0,217168
7445,3338.0,466,-144,-7998,1308,-1054,1321,-1236,30.5,0,217224
7446,3338.0,463,-372,-8002,1024,562,3287,-1675,30.51,0,217234
7447,3338.0,462,-444,-8086,804,-335,1760,-932,30.5,0,217273
7448,3338.0,465,-84,-8258,778,-173,1417,-952,30.5,0,217303
7449,3338.0,465,-282,-8154,646,622,3228,-1257,30.51,0,217325
7450,3338.0,464,-410,-7836,738,-776,2237,-1711,30.5,0,217367
7451,3338.0,458,-310,-7912,1076,-1436,1453,-984,30.49,0,217370
7452,3338.0,458,-86,-7996,1276,-837,1074,-538,30.5,0,217403
7453,3338.0,458,-162,-8110,856,1440,2659,-792,30.51,0,217425
7454,3338.0,458,-364,-8104,454,1965,3015,-1384,30.52,0,217462
7455,3338.0,458,-434,-8144,670,798,2017,-1420,30.52,0,217512
7456,3338.0,458,-174,-8296,928,612,269,-141,30.51,0,217524
7457,3338.0,458,356,-8166,1024,1124,-2656,1382,30.52,0,217583
7458,3338.0,458,596,-7788,852,3126,-173,-89,30.51,0,217588
7459,3338.0,460,60,-7742,336,3598,4229,-2708,30.52,0,217601
7460,3338.0,465,-376,-8070,480,41,3978,-3086,30.5,0,217638
7461,3338.0,467,-358,-8286,1094,-1323,2956,-2947,30.5,0,217661
7462,3338.0,469,-326,-7950,1130,1180,2379,-1183,30.51,0,217692
7463,3338.0,470,138,-7804,770,1549,-2481,1249,30.52,0,217715
7464,3338.0,470,632,-7672,836,-190,-2644,1051,30.52,0,217752
7465,3338.0,472,552,-7662,1044,-1142,1705,-1445,30.52,0,217773
7466,3338.0,472,84,-7868,1090,-998,5426,-3425,30.52,0,217827
7467,3338.0,472,-222,-7948,1430,-2661,4093,-3364,30.52,0,217832
7468,3338.0,469,-328,-8044,1550,-2026,2920,-2448,30.51,0,217877
7469,3338.0,485,-72,-8216,1310,1084,541,-813,30.52,0,217882
7470,3338.0,485,168,-8046,1148,2400,800,-1368,30.52,0,217917
7471,3338.0,488,178,-7540,1420,509,1163,-2400,30.52,0,217960
7472,3338.0,491,298,-7320,1650,160,1799,-3941,30.52,0,217971
7473,3338.0,495,-200,-6808,2288,-1945,5981,-6042,30.52,0,218006
7474,3338.0,494,-548,-6470,3028,-7463,4444,-7282,30.52,0,218028
7475,3338.0,489,-416,-7018,3232,-9971,3699,-6583,30.52,0,218074
7476,3338.0,488,162,-8824,2070,-4515,4153,-2190,30.52,0,218084
7477,3338.0,489,762,-10192,-202,7509,993,1021,30.52,0,218180
7478,3338.0,497,598,-10748,-2442,19940,-684,3266,30.52,0,218189
7479,3338.0,499,1816,-8954,-2818,18755,-4270,6842,30.52,0,218206
7480,3338.0,515,1946,-7812,-1110,-2281,578,5821,30.53,0,218207
7481,3338.0,514,1770,-7178,1558,-19383,-13305,6530,30.53,0,218231
7482,3338.0,508,1594,-7628,2840,-17120,-2945,4027,30.53,0,218265
7483,3338.0,508,292,-8204,2896,-5848,191,-354,30.53,0,218280
7484,3338.0,508,-330,-8458,1004,5585,2186,-899,30.54,0,218329
7485,3338.0,513,8,-8046,-230,6133,6049,-2503,30.54,0,218345
7486,3338.0,516,-36,-7924,262,-1511,3966,-2912,30.52,0,218395
7487,3338.0,516,744,-8108,1242,-2585,1751,-1339,30.53,0,218405
7488,3338.0,518,1068,-7982,1034,-276,4343,-3148,30.53,0,218426
7489,3338.0,518,422,-7978,890,-2689,5239,-4714,30.52,0,218479
7490,3338.0,518,98,-8214,1190,-3944,2856,-3363,30.53,0,218493
7491,3338.0,518,54,-8238,1160,-1311,975,-2056,30.53,0,218540
7492,3338.0,518,-54,-8008,1046,936,-2396,181,30.53,0,218545
7493,3338.0,516,306,-7974,1178,1396,-5951,2721,30.53,0,218586
7494,3338.0,515,594,-7948,1096,2275,-5364,2905,30.53,0,218593
7495,3338.0,515,566,-7830,782,2492,-4009,2140,30.54,0,218642
7496,3338.0,514,518,-7918,734,831,-2540,1281,30.53,0,218664
7497,3338.0,508,524,-8156,974,-927,-937,262,30.53,0,218683
7498,3338.0,507,484,-8318,1164,-1450,1290,-781,30.53,0,218730
7499,3338.0,499,108,-8052,956,-1031,3660,-1948,30.54,0,218737
7500,3338.0,497,-422,-7264,502,1082,5889,-4769,30.54,0,218801
7501,3338.0,490,-592,-7004,356,427,3853,-5338,30.53,0,218814
7502,3338.0,490,184,-7790,1098,-5683,-3042,-855,30.54,0,218828
7503,3338.0,494,1344,-8990,1674,-9321,-5966,2973,30.55,0,218847
7504,3338.0,494,1544,-9222,1514,-3345,-1042,1754,30.54,0,218905
7505,3338.0,493,810,-8476,554,2206,3133,-216,30.54,0,218914
7506,3338.0,494,332,-7986,338,368,1058,445,30.55,0,218961
7507,3338.0,493,512,-7968,876,-1162,-928,1069,30.54,0,218984
7508,3338.0,488,272,-7790,906,1347,505,-134,30.55,0,218989
7509,3338.0,489,76,-7664,496,812,-695,83,30.55,0,219027
7510,3338.0,488,566,-8448,974,-3248,-2466,811,30.55,0,219074
7511,3338.0,488,688,-8618,1234,-1155,1819,-668,30.54,0,219087
7512,3338.0,488,50,-7810,408,3753,5082,-3106,30.55,0,219121
7513,3338.0,488,-248,-7254,142,2101,3025,-3071,30.55,0,219160
7514,3338.0,488,288,-7678,864,-2835,-1529,-570,30.54,0,219172
7515,3338.0,488,1012,-8296,1596,-3310,-1224,691,30.55,0,219201
7516,3338.0,488,848,-8278,1174,219,1536,-365,30.55,0,219237
7517,3338.0,488,276,-7968,332,1744,3027,-940,30.55,0,219252
7518,3338.0,488,8,-7886,148,698,796,-686,30.55,0,219297
7519,3338.0,488,292,-8000,556,-1197,-1967,678,30.54,0,219322
7520,3338.0,488,774,-8292,1166,-1814,-2184,1391,30.54,0,219371
7521,3338.0,488,672,-8214,1234,-772,457,73,30.54,0,219385
7522,3338.0,488,108,-7912,896,-678,2389,-1288,30.54,0,219395
7523,3338.0,488,34,-7948,640,-354,1332,-1252,30.54,0,219458
7524,3338.0,488,136,-7992,530,230,464,-770,30.55,0,219463
7525,3338.0,487,534,-8114,692,-1266,-905,144,30.55,0,219504
7526,3338.0,486,808,-8202,800,-1251,217,-96,30.55,0,219515
7527,3338.0,486,468,-8062,672,-347,1375,-745,30.55,0,219564
7528,3338.0,485,276,-7872,596,-433,167,-357,30.55,0,219579
7529,3338.0,485,434,-7852,664,-246,-1068,140,30.56,0,219598
7530,3338.0,485,500,-7914,696,-949,-857,-144,30.56,0,219673
7531,3338.0,483,452,-7930,834,-1551,-353,-729,30.56,0,219676
7532,3338.0,484,464,-8006,988,-970,191,-900,30.55,0,219690
7533,3338.0,478,386,-7998,918,-70,903,-1113,30.56,0,219706
7534,3338.0,473,274,-7984,752,-159,406,-905,30.55,0,219754
7535,3338.0,472,430,-8130,812,-744,-462,-594,30.54,0,219773
7536,3338.0,470,440,-8144,762,-340,139,-541,30.55,0,219812
7537,3338.0,470,376,-8124,784,-222,-161,-301,30.55,0,219819
7538,3338.0,470,360,-8100,752,408,-128,-38,30.55,0,219855
7539,3338.0,472,410,-8030,716,177,-561,7,30.55,0,219881
7540,3338.0,472,478,-8036,816,-641,-501,-213,30.54,0,219906
7541,3338.0,472,410,-8044,838,-566,164,-598,30.54,0,219982
7542,3338.0,470,436,-8046,828,-514,261,-466,30.55,0,219989
7543,3338.0,472,408,-7990,738,-640,273,-491,30.55,0,219995
7544,3338.0,469,482,-8072,756,-1580,-145,-242,30.55,0,220072
7545,3338.0,470,484,-8122,792,-987,510,-539,30.57,0,220084
7546,3338.0,470,278,-7906,648,-2,1005,-526,30.56,0,220095
7547,3338.0,470,294,-7876,662,-869,-302,-51,30.56,0,220107
7548,3338.0,472,460,-8040,862,-1178,-258,-494,30.56,0,220153
7549,3338.0,472,448,-8104,868,-610,426,-590,30.55,0,220160
7550,3338.0,470,434,-8076,796,-821,36,-66,30.55,0,220202
7551,3338.0,472,370,-8066,642,-678,49,-130,30.57,0,220271
7552,3338.0,472,408,-8044,576,6,298,-521,30.56,0,220283
7553,3338.0,472,346,-7972,518,156,43,-476,30.56,0,220294
7554,3338.0,470,422,-8082,656,-1075,-635,-94,30.56,0,220319
7555,3338.0,472,650,-8212,912,-1279,-762,137,30.56,0,220363
7556,3338.0,469,516,-8392,620,361,590,-2,30.56,0,220367
7557,3338.0,472,360,-8678,-54,2024,-129,395,30.56,0,220419
7558,3338.0,474,384,-9134,-538,3978,-1937,867,30.56,0,220426
7559,3338.0,488,144,-9272,-1042,6105,-2729,1424,30.56,0,220452
7560,3338.0,494,250,-8424,-618,3932,-5485,3882,30.55,0,220489
7561,3338.0,508,630,-8406,376,-1285,-6978,5575,30.55,0,220509
7562,3338.0,528,666,-8672,710,3029,-3495,4133,30.56,0,220583
7563,3338.0,550,162,-8506,-410,8604,-1420,2608,30.56,0,220598
7564,3338.0,570,54,-8874,-738,6345,-5752,4175,30.56,0,220600
7565,3338.0,586,646,-8510,-42,6900,-9180,4521,30.57,0,220622
7566,3338.0,597,882,-7350,1090,2967,-3452,4103,30.57,0,220661
7567,3338.0,603,542,-6416,2778,-7985,-10659,2279,30.57,0,220715
7568,3338.0,609,432,-6880,4066,-18816,-7909,4728,30.57,0,220720
7569,3338.0,611,620,-7586,4192,-17314,-4013,2529,30.56,0,220731
7570,3338.0,623,-700,-7474,4038,-8136,2566,-705,30.57,0,220780
7571,3338.0,625,-572,-7378,3316,-3155,2594,-401,30.57,0,220797
7572,3338.0,622,-1354,-6656,2974,-688,2935,-2007,30.57,0,220819
7573,3338.0,619,-754,-6830,2942,-2204,270,986,30.57,0,220881
7574,3338.0,618,-618,-7004,2864,-2396,2417,-1202,30.58,0,220887
7575,3338.0,609,-598,-7106,2592,-2682,3555,-1431,30.59,0,220911
7576,3338.0,599,-774,-7288,2522,-3343,4051,-2062,30.58,0,220928
7577,3338.0,597,-1208,-6828,3132,-3998,5112,-3245,30.58,0,220965
7578,3338.0,580,-878,-7568,3232,-4657,4564,-1110,30.58,0,221003
7579,3338.0,578,182,-7304,3404,-2232,5570,8,30.58,0,221023
7580,3338.0,566,542,-6592,2982,1246,7702,-1015,30.59,0,221080
7581,3338.0,542,656,-8080,1096,2350,10112,-1271,30.59,0,221084
7582,3338.0,528,620,-9910,136,2450,14501,-2978,30.59,0,221133
7583,3338.0,509,316,-10570,-1420,16032,17546,-5007,30.58,0,221139
7584,3338.0,508,702,-9856,-3680,23505,1919,-3418,30.59,0,221182
7585,3338.0,499,862,-9534,-4018,10955,-5630,-3693,30.58,0,221186
7586,3338.0,499,1032,-9444,-2038,1174,-7575,2753,30.59,0,221228
7587,3338.0,498,1146,-8926,-1292,842,-6219,-127,30.59,0,221264
7588,3338.0,496,732,-8450,-130,-2172,-4037,741,30.58,0,221275
7589,3338.0,495,700,-8250,1030,-2604,-3474,448,30.59,0,221310
7590,3338.0,493,358,-7760,1212,-2200,-1958,-1172,30.59,0,221355
7591,3338.0,488,368,-7578,1524,-3920,628,-1674,30.58,0,221370
7592,3338.0,488,498,-7358,1836,-4206,3611,-2264,30.58,0,221397
7593,3338.0,488,594,-7392,1680,-3998,9596,-2190,30.57,0,221483
7594,3338.0,488,174,-7566,1652,-6446,9711,-2472,30.57,0,221488
7595,3338.0,488,12,-7836,1422,-6402,5004,-1128,30.57,0,221493
7596,3338.0,486,-10,-8090,1176,-3401,2513,-601,30.58,0,221507
7597,3338.0,485,-4,-8206,772,-635,869,-5,30.58,0,221544
7598,3338.0,484,198,-8346,772,-656,-683,531,30.58,0,221573
7599,3338.0,477,260,-8444,872,365,-693,158,30.58,0,221595
7600,3338.0,472,116,-8396,534,2297,-1218,379,30.59,0,221637
7601,3338.0,472,-104,-8212,292,2425,-5526,1604,30.59,0,221662
7602,3338.0,472,116,-8124,0,2153,-9149,3274,30.6,0,221683
7603,3338.0,470,456,-8410,-318,2593,-9261,3942,30.59,0,221721
7604,3338.0,475,448,-9192,-798,3718,-6198,2533,30.6,0,221729
7605,3338.0,490,208,-9290,-1030,4625,-2694,517,30.58,0,221774
7606,3338.0,499,108,-8858,-950,2343,-3125,1655,30.59,0,221810
7607,3338.0,520,420,-8590,-294,-2059,-7434,3668,30.6,0,221847
7608,3338.0,531,1136,-8708,846,-4666,-8027,5832,30.6,0,221852
7609,3338.0,550,870,-8978,936,-64,-3547,1616,30.6,0,221877
7610,3338.0,574,-230,-8684,508,2534,1459,-1916,30.6,0,221933
7611,3338.0,584,-652,-8480,690,2166,-4394,-467,30.6,0,221938
7612,3338.0,608,-232,-8276,1730,1398,-9294,3947,30.61,0,221999
7613,3338.0,609,474,-7326,2676,-1331,-10170,6394,30.61,0,222003
7614,3338.0,628,228,-6436,3470,-4691,-6601,3075,30.61,0,222033
7615,3338.0,636,76,-6044,4132,-9255,-6622,2817,30.6,0,222084
7616,3338.0,638,142,-6726,4230,-11646,-4409,2279,30.6,0,222091
7617,3338.0,650,-618,-6820,4454,-6922,-221,478,30.6,0,222114
7618,3338.0,648,-358,-6176,4556,-5730,90,804,30.61,0,222159
7619,3338.0,634,-634,-6180,3900,-2179,4188,-1218,30.6,0,222167
7620,3338.0,629,-1106,-6108,2848,409,6538,-3218,30.6,0,222202
7621,3338.0,629,-924,-6434,2912,-3308,3295,-2286,30.59,0,222231
7622,3338.0,622,-454,-7268,3024,-2599,4804,-2131,30.6,0,222260
7623,3338.0,609,-556,-6984,3260,-2862,5845,-3075,30.6,0,222278
7624,3338.0,599,-314,-6750,3856,-3927,7270,-4043,30.61,0,222333
7625,3338.0,580,-166,-7630,3694,-5207,10760,-3770,30.61,0,222339
7626,3338.0,566,172,-7902,4004,-5428,12949,-3547,30.61,0,222381
7627,3338.0,535,622,-8150,2516,-2400,17350,-2867,30.62,0,222388
7628,3338.0,505,530,-10192,-218,2749,17615,-1794,30.61,0,222422
7629,3338.0,478,834,-12294,-3286,20187,15401,385,30.62,0,222458
